"","CASE","SERIAL","REF","QUESTNNR","MODE","STARTED","QE01_01","QE01_02","QE01_03","QE01_04","QE01_05","QE01_06","QE01_07","SD01","SD02_01","SD03","SD03_09","TC01_01","TC01_02","TC02_01","TC02_02","KV01_01","KV01_02","KV01_03","KV01_04","KV01_05","KV01_06","KV01_07","KV02_01","KV02_02","KV02_03","KV02_04","KV03_01","KV03_02","KV03_03","KV03_04","GR01_CP","GR01","GR02_01","GR02_02","GR02_03","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME009","TIME010","TIME_SUM","MAILSENT","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","MISSING","MISSREL","TIME_RSI","DEG_TIME"
"568",908,"3YJHDV",NA,"base","interview","2018-10-13 10:58:58",7,7,6,7,7,7,7,2,60,9,"Großes juristisches Staatsexamen (""Befähigung zum Richteramt"")",4,1,3,3,6,6,6,6,2,6,7,3,4,3,5,6,6,7,6,58,6,2,1,1,32,81,80,325,89,41,54,81,69,20,578,NA,"2018-10-13 11:13:30",1,0,10,10,0,0,0.61,2
"569",909,"YT1HXO",NA,"base","interview","2018-10-13 11:27:49",6,4,5,5,6,6,6,2,49,8,"",4,NA,NA,NA,5,5,6,5,6,3,7,3,4,4,2,4,4,4,4,58,10,2,0,0,12,54,29,NA,134,36,15,59,15,10,364,NA,"2018-10-13 11:33:53",1,0,10,10,0,0,1.2,13
"570",910,"43X90B",NA,"base","interview","2018-10-13 11:45:48",6,6,6,7,5,6,7,2,30,8,"",5,NA,NA,NA,7,5,6,7,6,4,7,5,5,5,4,NA,NA,NA,NA,58,5,1,0,0,12,28,40,NA,271,43,7,53,18,14,486,NA,"2018-10-13 11:53:54",1,0,10,10,0,0,1.23,23
"571",912,"SUE6E3",NA,"base","interview","2018-10-13 12:04:16",6,2,3,5,5,6,6,2,26,8,"",3,4,4,5,5,6,7,5,6,4,4,4,3,3,5,NA,NA,NA,NA,58,3,1,-1,1,34,35,19,22,151,40,23,59,15,9,407,NA,"2018-10-13 12:11:03",1,0,10,10,0,0,1.19,14
"572",913,"N8V2HJ",NA,"base","interview","2018-10-13 12:07:04",6,2,5,6,6,6,5,1,34,8,"",4,4,4,1,6,6,6,6,4,5,6,1,1,1,1,NA,NA,NA,NA,58,2,1,1,-1,3,110,38,51,127,38,31,42,21,4,465,NA,"2018-10-13 12:14:49",1,0,10,10,0,0,1.32,31
"573",915,"LXPYRC",NA,"base","interview","2018-10-13 12:41:21",7,6,3,7,5,6,7,2,30,8,"",4,5,5,5,6,6,7,7,4,4,7,5,6,5,6,NA,NA,NA,NA,58,8,2,-1,1,19,34,27,26,78,44,29,77,14,6,354,NA,"2018-10-13 12:47:15",1,0,10,10,0,0,1.26,17
"574",916,"YZY96H",NA,"base","interview","2018-10-13 13:18:02",1,7,1,7,1,7,1,1,57,8,"",5,5,5,1,7,7,7,7,7,7,7,4,6,6,5,6,6,6,4,58,9,2,-1,-1,8,31,32,22,115,44,17,40,15,26,350,NA,"2018-10-13 13:23:52",1,0,10,10,0,0,1.23,14
"575",917,"Y6J5YU",NA,"base","interview","2018-10-13 13:34:10",5,6,4,2,2,5,2,2,71,8,"",4,3,2,2,2,3,7,5,3,4,4,2,4,5,4,NA,NA,NA,NA,58,7,2,1,-1,37,90,30,50,144,97,44,65,27,9,593,NA,"2018-10-13 13:44:03",1,0,10,10,0,0,0.78,4
"576",918,"U12Q9D",NA,"base","interview","2018-10-13 15:46:51",5,2,2,7,2,4,5,1,27,8,"",4,5,5,1,7,7,7,7,7,6,7,1,1,1,1,NA,NA,NA,NA,58,4,1,-1,-1,8,62,22,46,175,61,36,45,24,11,490,NA,"2018-10-13 15:55:01",1,0,10,10,0,0,0.99,7
"577",919,"7LZ5RH",NA,"base","interview","2018-10-13 16:22:14",7,6,6,4,6,7,7,1,27,8,"",4,4,5,5,5,4,7,4,6,6,7,1,1,1,1,6,6,6,4,59,3,1,-1,1,2,29,161,253,365,169,387,44,230,12,863,NA,"2018-10-13 16:49:46",1,0,10,10,0,0,0.82,28
"578",920,"VHBIDZ",NA,"base","interview","2018-10-13 16:42:10",4,3,4,6,4,7,4,1,26,7,"",5,4,5,1,6,6,6,6,6,4,6,1,1,2,1,NA,NA,NA,NA,59,9,2,-1,-1,10,29,15,24,124,53,24,32,14,8,333,NA,"2018-10-13 16:47:43",1,0,10,10,0,0,1.42,22
"579",923,"WZN5S3",NA,"base","interview","2018-10-13 18:52:27",7,7,6,7,6,7,7,1,57,8,"",4,5,2,1,7,7,7,6,6,6,7,6,7,5,5,NA,NA,NA,NA,59,7,2,1,-1,10,29,32,75,57,26,39,52,18,24,362,NA,"2018-10-13 18:58:29",1,0,10,10,0,0,1.14,13
"580",924,"0GZDW6",NA,"base","interview","2018-10-13 19:00:17",5,6,7,5,7,7,5,1,54,4,"",4,NA,NA,NA,2,3,4,3,5,4,5,1,1,1,1,6,6,6,4,59,5,1,0,0,20,78,61,NA,22,43,14,54,21,25,338,NA,"2018-10-13 19:05:55",1,0,10,10,0,0,1.16,30
"581",926,"5S8PPC",NA,"base","interview","2018-10-13 19:48:01",6,3,5,6,7,6,6,1,23,7,"",3,5,5,5,5,2,5,5,4,2,4,1,1,1,1,5,4,5,NA,59,1,1,1,1,3,26,31,18,47,33,22,61,14,12,267,NA,"2018-10-13 19:52:28",1,0,10,10,0,0,1.63,35
"582",930,"QLZ240",NA,"base","interview","2018-10-14 07:25:35",5,4,5,6,5,5,6,1,5,8,"",3,3,4,1,6,5,7,5,6,4,5,1,1,1,1,NA,NA,NA,NA,59,4,1,-1,-1,10,64,53,44,151,65,72,80,173,12,571,NA,"2018-10-14 07:37:40",1,0,10,10,0,0,0.71,2
"583",931,"VHOWSL",NA,"base","interview","2018-10-14 07:41:38",5,6,5,5,4,5,6,2,33,7,"",4,3,3,3,7,7,7,7,5,6,7,6,5,5,5,6,4,6,4,59,6,2,1,1,11,26,23,18,82,36,23,38,27,20,304,NA,"2018-10-14 07:46:42",1,0,10,10,0,0,1.27,16
"584",933,"8WB30P",NA,"base","interview","2018-10-14 08:55:17",5,5,2,7,5,2,5,2,43,8,"",2,NA,NA,NA,7,7,7,7,7,7,7,5,5,5,4,NA,NA,NA,NA,59,10,2,0,0,2,31,11,NA,81,45,8,61,11,18,268,NA,"2018-10-14 08:59:45",1,0,10,10,0,0,1.81,60
"585",934,"QPG0XZ",NA,"base","interview","2018-10-14 09:46:28",4,5,5,5,5,5,4,2,49,8,"",4,4,4,4,7,6,7,6,6,6,6,3,3,3,1,NA,NA,NA,NA,59,8,2,-1,1,10,38,17,22,64,26,18,34,14,4,247,NA,"2018-10-14 09:50:35",1,0,10,10,0,0,1.68,39
"586",935,"VUVVFE",NA,"base","interview","2018-10-14 10:14:26",7,7,7,7,5,7,7,1,45,8,"",4,4,4,1,6,6,7,7,7,6,7,1,1,1,1,NA,NA,NA,NA,59,2,1,1,-1,19,61,40,31,141,69,55,84,41,11,552,NA,"2018-10-14 10:23:38",1,0,10,10,0,0,0.77,2
"587",936,"FMKZUJ",NA,"base","interview","2018-10-14 10:20:23",3,1,2,6,2,4,3,2,32,4,"",4,4,4,1,6,5,6,5,4,4,6,2,3,3,2,5,NA,5,NA,59,2,1,1,-1,32,98,115,40,194,54,37,82,22,22,696,NA,"2018-10-14 10:31:59",1,0,10,10,0,0,0.64,0
"588",938,"DPFII9",NA,"base","interview","2018-10-14 12:17:18",7,7,6,7,7,5,7,1,47,8,"",4,NA,NA,NA,5,6,6,5,1,1,3,7,7,4,6,NA,NA,NA,NA,60,10,2,0,0,5,53,24,NA,252,52,11,83,17,11,508,NA,"2018-10-14 12:25:46",1,0,10,10,0,0,1.3,21
"589",940,"88C6DT",NA,"base","interview","2018-10-14 13:46:26",6,5,4,6,2,5,5,1,31,8,"",4,4,4,2,5,6,5,5,3,4,4,3,5,4,2,5,NA,5,NA,60,9,2,-1,-1,11,34,40,32,96,42,32,56,20,7,370,NA,"2018-10-14 13:52:36",1,0,10,10,0,0,1.15,9
"590",941,"YMH67C",NA,"base","interview","2018-10-14 15:55:43",6,5,5,6,3,5,4,1,40,8,"",4,5,3,4,7,7,7,6,6,6,6,6,7,6,5,NA,NA,NA,NA,60,8,2,-1,1,14,41,31,28,506,52,35,81,21,17,826,NA,"2018-10-14 16:09:29",1,0,10,10,0,0,0.85,1
"591",943,"FNR1I8",NA,"base","interview","2018-10-14 17:03:55",4,4,4,2,5,5,4,1,41,5,"",3,3,3,4,4,5,5,4,3,2,4,1,1,1,1,NA,NA,NA,NA,60,1,1,1,1,3,17,12,23,48,26,15,29,10,12,195,NA,"2018-10-14 17:07:10",1,0,10,10,0,0,2.09,58
"592",944,"CFHWPR",NA,"base","interview","2018-10-14 17:43:12",4,5,2,7,1,3,6,1,66,8,"",3,3,5,1,5,2,7,7,4,7,7,2,5,5,3,NA,NA,NA,NA,60,7,2,1,-1,36,68,4402,572,97,46,31,46,23,6,415,NA,"2018-10-14 19:11:59",1,0,10,10,0,0,0.89,10
"593",945,"WH81AA",NA,"base","interview","2018-10-14 18:01:17",6,6,6,6,6,6,6,2,27,8,"",4,5,5,5,6,7,7,7,5,4,7,1,2,1,1,NA,NA,NA,NA,60,6,2,1,1,8,22,72,29,280,44,30,65,31,12,593,NA,"2018-10-14 18:11:10",1,0,10,10,0,0,1.02,9
"594",947,"MN04IP",NA,"base","interview","2018-10-14 21:00:45",4,4,4,5,2,5,5,1,51,8,"",3,4,4,1,4,5,6,3,4,2,5,1,1,1,1,NA,NA,NA,NA,60,4,1,-1,-1,34,91,36,46,137,47,41,75,23,5,535,NA,"2018-10-14 21:09:40",1,0,10,10,0,0,0.95,11
"595",949,"66HJ7M",NA,"base","interview","2018-10-14 23:01:44",4,3,4,3,4,5,5,1,64,6,"",2,NA,NA,NA,6,6,6,6,5,4,6,1,1,1,1,NA,NA,NA,NA,60,5,1,0,0,21,37,35,NA,62,60,13,93,17,8,346,NA,"2018-10-14 23:07:30",1,0,10,10,0,0,1.26,20
"596",950,"WMKFHQ",NA,"base","interview","2018-10-14 23:22:12",3,2,3,5,4,3,4,2,35,8,"",4,4,3,1,6,6,7,5,4,4,4,1,1,1,1,NA,NA,NA,NA,61,2,1,1,-1,24,42,28,42,122,61,51,65,13,4,452,NA,"2018-10-14 23:29:44",1,0,10,10,0,0,1.1,18
"597",951,"KVWYWV",NA,"base","interview","2018-10-15 07:26:30",6,6,5,7,6,6,7,2,42,7,"",5,5,5,1,6,6,7,6,2,5,7,3,4,5,2,6,6,7,5,61,7,2,1,-1,10,28,35,23,92,43,28,51,17,12,339,NA,"2018-10-15 07:32:09",1,0,10,10,0,0,1.19,10
"598",952,"D4WGRH",NA,"base","interview","2018-10-15 09:18:29",6,4,5,7,5,6,7,1,51,8,"",3,4,5,5,6,4,6,5,6,4,7,3,3,3,2,NA,NA,NA,NA,61,8,2,-1,1,20,61,39,29,122,60,42,75,20,25,493,NA,"2018-10-15 09:26:42",1,0,10,10,0,0,0.79,0
"599",953,"0GLA8E",NA,"base","interview","2018-10-15 09:34:24",6,6,6,7,6,6,6,1,60,3,"",4,NA,NA,NA,6,6,6,6,6,6,6,5,4,5,5,NA,NA,NA,NA,61,10,2,0,0,17,63,40,NA,190,54,13,47,18,21,463,NA,"2018-10-15 09:42:07",1,0,10,10,0,0,0.99,9
"600",954,"9891QD",NA,"base","interview","2018-10-15 10:36:31",4,5,5,6,5,7,6,2,70,9,"Promotion",5,5,4,4,7,5,7,7,7,5,6,1,1,1,1,NA,NA,NA,NA,61,3,1,-1,1,9,25,40,23,112,38,21,34,66,25,393,NA,"2018-10-15 10:43:04",1,0,10,10,0,0,1.13,13
"601",957,"JQ14U3",NA,"base","interview","2018-10-15 11:34:52",5,5,4,6,6,6,6,1,61,7,"",3,NA,NA,NA,7,7,7,7,7,6,7,1,1,1,1,NA,NA,NA,NA,61,5,1,0,0,9,44,56,NA,81,39,10,47,16,10,312,NA,"2018-10-15 11:40:04",1,0,10,10,0,0,1.38,21
"602",959,"OMZSA3",NA,"base","interview","2018-10-15 12:14:24",4,4,4,6,5,5,4,2,41,7,"",1,1,3,3,5,2,5,4,3,5,4,1,3,3,2,NA,NA,NA,NA,61,6,2,1,1,15,37,26,48,15,64,21,47,24,4,301,NA,"2018-10-15 12:19:25",1,0,10,10,0,0,1.39,53
"603",960,"XLG036",NA,"base","interview","2018-10-15 12:31:33",4,2,4,4,4,4,4,1,25,8,"",3,4,4,1,6,5,5,6,7,4,5,4,4,5,4,5,5,5,NA,61,9,2,-1,-1,21,14,12,14,21,19,102,39,7,13,262,NA,"2018-10-15 12:35:55",1,0,10,10,0,0,1.96,67
"604",962,"QGQE62",NA,"base","interview","2018-10-15 13:58:05",7,4,7,7,7,7,7,1,59,4,"",5,5,5,5,5,6,7,7,5,1,1,2,1,2,1,NA,NA,NA,NA,61,1,1,1,1,3,66,22,858,160,35,35,76,17,12,457,NA,"2018-10-15 14:19:29",1,0,10,10,0,0,1.13,20
"605",963,"X2LQAV",NA,"base","interview","2018-10-15 14:43:30",1,2,5,4,1,4,2,NA,46,8,"",3,3,3,1,7,7,7,7,6,6,6,1,1,1,1,NA,NA,NA,NA,61,4,1,-1,-1,1,20,14,17,25,33,27,50,21,3,211,NA,"2018-10-15 14:47:01",1,0,10,10,0,0,1.98,109
"606",964,"TJIWO0",NA,"base","interview","2018-10-15 14:50:41",5,4,3,6,4,6,7,2,32,6,"",4,4,3,1,6,7,7,7,7,7,7,5,6,5,1,NA,NA,NA,NA,62,9,2,-1,-1,15,50,30,26,142,44,34,46,18,20,425,NA,"2018-10-15 14:57:46",1,0,10,10,0,0,0.97,3
"607",965,"JGSIUK",NA,"base","interview","2018-10-15 19:20:27",2,6,4,3,3,6,6,2,29,8,"",4,4,4,1,2,6,6,6,5,7,6,5,3,5,4,NA,NA,NA,NA,62,4,1,-1,-1,124,77,36,22,71,40,22,31,21,4,335,NA,"2018-10-15 19:27:55",1,0,10,10,0,0,1.28,27
"608",966,"SNCCFT",NA,"base","interview","2018-10-15 20:58:36",7,7,6,7,7,7,7,1,57,8,"",4,4,5,5,7,7,7,5,6,6,6,1,1,1,1,5,4,6,NA,62,3,1,-1,1,7,31,56,26,92,24,28,42,15,7,328,NA,"2018-10-15 21:04:04",1,0,10,10,0,0,1.39,22
"609",967,"LGAM1P",NA,"base","interview","2018-10-15 21:40:55",6,6,5,7,5,5,6,2,25,8,"",4,4,5,1,5,3,6,5,5,4,5,1,1,1,1,6,5,6,NA,62,2,1,1,-1,202,92,54,43,158,61,31,86,19,8,563,NA,"2018-10-15 21:53:29",1,0,10,10,0,0,0.8,5
"610",969,"AJEYAR",NA,"base","interview","2018-10-16 06:59:57",7,6,5,6,5,7,6,1,32,8,"",4,NA,NA,NA,4,5,5,4,4,3,3,3,2,3,2,6,5,7,5,62,10,2,0,0,7,68,62,NA,389,60,8,41,13,7,655,NA,"2018-10-16 07:10:53",1,0,10,10,0,0,1.33,30
"611",970,"7D73XB",NA,"base","interview","2018-10-16 07:41:18",4,4,2,7,4,3,7,2,62,4,"",3,4,5,1,5,2,7,6,6,6,6,1,1,1,1,NA,NA,NA,NA,62,7,2,1,-1,20,60,82,79,182,115,116,91,28,5,778,NA,"2018-10-16 07:54:16",1,0,10,10,0,0,0.77,11
"612",971,"MCZJG9",NA,"base","interview","2018-10-16 10:10:05",5,3,4,6,6,5,5,1,32,8,"",4,2,3,3,6,6,6,6,6,5,6,1,2,2,1,NA,NA,NA,NA,62,1,1,1,1,5,32,23,26,122,31,25,34,13,10,321,NA,"2018-10-16 10:15:26",1,0,10,10,0,0,1.45,23
"613",972,"Z307X6",NA,"base","interview","2018-10-16 11:35:13",7,6,7,3,5,7,7,2,59,8,"",4,3,5,5,6,4,6,6,3,4,3,5,4,5,5,NA,NA,NA,NA,62,6,2,1,1,14,56,37,35,102,58,38,50,12,26,428,NA,"2018-10-16 11:42:21",1,0,10,10,0,0,0.94,4
"614",975,"1GWGWK",NA,"base","interview","2018-10-16 13:19:10",6,5,5,6,6,7,4,NA,59,4,"",4,4,4,5,6,6,7,3,4,4,5,6,6,6,4,5,5,4,3,62,8,2,-1,1,51,102,110,48,201,98,85,156,48,40,939,NA,"2018-10-16 13:34:49",1,0,10,10,0,0,0.41,0
"615",978,"K02DRC",NA,"base","interview","2018-10-16 17:13:35",6,6,5,7,5,6,6,1,56,7,"",4,NA,NA,NA,6,5,7,6,7,5,6,1,1,1,1,NA,NA,NA,NA,62,5,1,0,0,16,40,25,NA,105,49,12,53,29,5,334,NA,"2018-10-16 17:19:10",1,0,10,10,0,0,1.37,23
"616",979,"46PWRU",NA,"base","interview","2018-10-16 18:06:09",6,4,6,6,5,6,6,1,21,7,"",4,3,4,1,5,3,5,5,4,2,4,1,1,1,1,5,5,5,2,63,2,1,1,-1,3,46,38,33,159,57,41,94,25,11,507,NA,"2018-10-16 18:14:36",1,0,10,10,0,0,1.08,16
"617",980,"8IH1OT",NA,"base","interview","2018-10-16 20:01:04",4,3,4,7,6,6,7,1,27,8,"",3,5,5,5,5,5,6,4,5,4,5,1,1,1,1,NA,NA,NA,NA,63,3,1,-1,1,4,72,41,46,199,87,47,102,26,17,641,NA,"2018-10-16 20:11:45",1,0,10,10,0,0,0.88,9
"618",981,"V2JBU2",NA,"base","interview","2018-10-16 20:29:37",4,2,5,7,6,6,5,1,29,8,"",5,5,5,5,6,6,7,6,6,4,6,2,3,3,3,6,6,6,6,63,8,2,-1,1,15,58,44,42,161,51,45,93,22,28,559,NA,"2018-10-16 20:38:56",1,0,10,10,0,0,0.73,0
"619",983,"SU1QWD",NA,"base","interview","2018-10-17 11:04:10",5,2,4,6,6,7,6,1,21,7,"",4,NA,NA,NA,2,5,6,6,5,5,7,2,2,2,2,6,5,5,NA,63,10,2,0,0,20,40,29,NA,150,44,18,38,14,17,370,NA,"2018-10-17 11:10:20",1,0,10,10,0,0,1.11,10
"620",985,"9S467X",NA,"base","interview","2018-10-17 11:58:26",5,5,4,5,5,4,5,1,38,8,"",4,4,4,1,5,3,5,5,5,3,5,4,4,4,3,NA,NA,NA,NA,63,7,2,1,-1,10,43,30,37,88,29,31,61,15,10,354,NA,"2018-10-17 12:04:20",1,0,10,10,0,0,1.17,10
"621",987,"FNW7IM",NA,"base","interview","2018-10-17 13:47:03",7,6,7,5,6,7,7,2,59,9,"Meisterprüfung Landwirt",5,2,3,5,3,7,7,4,6,6,5,2,6,3,2,4,5,6,5,63,1,1,1,1,11,65,70,51,110,45,48,73,87,16,576,NA,"2018-10-17 13:56:39",1,0,10,10,0,0,0.74,0
"622",988,"1NLY5H",NA,"base","interview","2018-10-17 15:17:30",7,7,5,7,5,7,7,1,51,7,"",3,3,3,5,4,5,7,7,4,3,7,4,4,7,3,5,5,6,3,63,6,2,1,1,17,37,54,218,82,54,49,82,20,56,482,NA,"2018-10-17 15:28:39",1,0,10,10,0,0,0.74,3
"623",989,"1MUP66",NA,"base","interview","2018-10-17 17:28:46",6,5,5,4,4,5,5,2,51,8,"",3,NA,NA,NA,5,6,6,5,6,4,4,1,1,1,1,NA,NA,NA,NA,63,5,1,0,0,32,54,107,NA,158,80,14,101,21,4,571,NA,"2018-10-17 17:38:18",1,0,10,10,0,0,1.04,23
"624",990,"J8HAK1",NA,"base","interview","2018-10-17 17:50:44",4,4,4,7,4,4,1,1,32,8,"",3,5,5,1,7,7,7,7,7,7,7,1,1,1,1,NA,NA,NA,NA,63,4,1,-1,-1,99,61,38,28,221,53,52,43,18,36,561,NA,"2018-10-17 18:01:33",1,0,10,10,0,0,0.76,2
"625",991,"YQ7R5B",NA,"base","interview","2018-10-17 17:58:23",5,1,4,5,3,4,6,1,37,8,"",4,4,5,1,5,6,6,6,6,2,6,1,1,1,1,NA,NA,NA,NA,63,4,1,-1,-1,7,30,28,25,143,40,21,53,10,15,372,NA,"2018-10-17 18:04:35",1,0,10,10,0,0,1.29,15
"626",992,"YMYZM3",NA,"base","interview","2018-10-17 18:49:39",5,5,5,7,6,6,6,1,61,8,"",4,4,5,4,4,6,7,6,7,6,7,5,5,4,5,NA,NA,NA,NA,64,6,2,1,1,18,57,21,64,87,61,42,83,22,38,493,NA,"2018-10-17 18:57:52",1,0,10,10,0,0,0.81,4
"627",993,"BOM8RB",NA,"base","interview","2018-10-17 19:37:01",6,6,7,7,7,7,6,1,33,4,"",5,5,5,1,5,5,6,6,3,4,4,1,3,3,2,4,4,4,6,64,2,1,1,-1,5,51,24,36,103,58,32,53,14,22,398,NA,"2018-10-17 19:43:39",1,0,10,10,0,0,1.13,10
"628",994,"NMUMW1",NA,"base","interview","2018-10-17 19:38:21",5,5,6,6,5,6,4,1,26,8,"",3,4,4,5,3,3,6,3,6,2,6,1,1,1,1,6,NA,NA,3,64,3,1,-1,1,3,27,42,19,82,53,22,44,22,18,332,NA,"2018-10-17 19:43:53",1,0,10,10,0,0,1.37,25
"629",995,"9T2B9D",NA,"base","interview","2018-10-17 20:30:52",5,5,4,6,3,6,5,1,27,8,"",4,4,5,2,7,7,7,7,7,6,7,5,4,5,3,NA,NA,NA,NA,64,9,2,-1,-1,5,164,64,36,386,58,46,52,13,21,845,NA,"2018-10-17 20:44:57",1,0,10,10,0,0,0.89,9
"630",996,"5T1GX9",NA,"base","interview","2018-10-18 08:08:07",6,6,6,6,6,6,6,2,28,8,"",4,NA,NA,NA,6,6,6,5,4,4,6,1,1,1,1,NA,NA,NA,NA,64,5,1,0,0,3,48,19,NA,170,37,9,59,16,17,378,NA,"2018-10-18 08:14:25",1,0,10,10,0,0,1.51,34
"631",997,"TT0JDN",NA,"base","interview","2018-10-18 14:36:26",4,4,4,4,4,6,4,1,49,7,"",4,NA,NA,NA,6,6,7,6,6,5,5,7,7,7,7,NA,NA,NA,NA,64,10,2,0,0,4163,1846,19,NA,62,26,6,41,14,4,227,NA,"2018-10-18 16:19:27",1,0,10,10,0,0,1.56,56
"632",998,"4XVQ1D",NA,"base","interview","2018-10-18 14:59:16",5,3,3,6,4,3,4,1,30,8,"",3,4,4,1,4,4,4,2,4,2,2,4,6,4,4,NA,NA,NA,NA,64,7,2,1,-1,8,36,33,51,132,111,47,86,28,30,562,NA,"2018-10-18 15:08:38",1,0,10,10,0,0,0.8,3
"633",999,"LL4PQ3",NA,"base","interview","2018-10-18 17:53:09",7,7,6,7,6,6,5,2,66,8,"",4,3,4,3,6,6,7,6,4,4,6,5,6,4,5,NA,NA,NA,NA,64,8,2,-1,1,15,68,77,39,143,57,44,96,20,29,588,NA,"2018-10-18 18:02:57",1,0,10,10,0,0,0.7,0
"634",1001,"78QAM8",NA,"base","interview","2018-10-19 09:59:43",4,5,2,6,2,6,7,2,38,8,"",3,3,2,5,1,6,7,6,2,4,6,1,1,1,1,4,3,4,4,64,1,1,1,1,2,21,3996,33,136,49,26,58,14,12,382,NA,"2018-10-19 11:12:10",1,0,10,10,0,0,1.27,33
"635",1002,"YDYJFD",NA,"base","interview","2018-10-19 10:51:40",6,6,7,7,7,7,7,1,56,9,"Fachwirt SuG (IHK)",4,1,1,1,7,5,7,5,7,4,6,1,1,1,1,NA,NA,NA,NA,64,1,1,1,1,22,105,64,65,243,98,59,159,97,13,925,NA,"2018-10-19 11:07:05",1,0,10,10,0,0,0.51,1
"636",1004,"QBNMR5",NA,"base","interview","2018-10-20 00:01:58",7,7,6,7,5,7,7,NA,37,8,"",5,3,4,4,5,3,7,2,5,4,5,1,1,1,1,NA,NA,NA,NA,65,8,2,-1,1,16,16,16,10,87,34,19,48,11,13,270,NA,"2018-10-20 00:06:28",1,0,10,10,0,0,1.68,36
"637",1005,"MM6BSG",NA,"base","interview","2018-10-20 12:02:40",6,6,4,6,6,6,6,2,36,8,"",4,4,1,1,6,5,6,6,5,4,6,2,2,2,2,NA,NA,NA,NA,65,2,1,1,-1,4,37,16,253,120,32,25,62,12,12,351,NA,"2018-10-20 12:12:13",1,0,10,10,0,0,1.35,23
"638",1006,"MMB7TA",NA,"base","interview","2018-10-20 13:42:36",4,3,2,6,4,5,6,2,33,7,"",3,3,5,1,7,7,7,7,7,6,6,2,2,2,2,NA,NA,NA,NA,65,7,2,1,-1,2,19,8,18,25,39,23,40,16,35,225,NA,"2018-10-20 13:46:21",1,0,10,10,0,0,1.86,71
"639",1008,"9FC8I0",NA,"base","interview","2018-10-21 09:14:28",6,6,6,6,6,6,6,1,21,7,"",4,4,5,1,4,4,6,5,5,5,5,1,1,1,1,NA,NA,NA,NA,65,9,2,-1,-1,47,21,17,37,290,45,37,49,16,17,576,NA,"2018-10-21 09:24:04",1,0,10,10,0,0,1.05,12
"640",1010,"3ATYAU",NA,"base","interview","2018-10-21 15:05:57",3,5,5,5,5,6,5,2,36,8,"",3,NA,NA,NA,6,6,7,7,7,3,7,1,2,2,1,NA,NA,NA,NA,65,5,1,0,0,3,60,17,NA,81,61,15,64,23,13,337,NA,"2018-10-21 15:11:35",1,0,10,10,0,0,1.41,29
"641",1011,"3M0DEJ",NA,"base","interview","2018-10-21 18:36:50",5,5,6,6,6,6,2,1,47,8,"",2,3,1,4,3,2,5,2,2,2,3,1,1,1,1,7,6,6,NA,65,3,1,-1,1,18,65,89,26,105,77,76,98,36,23,613,NA,"2018-10-21 18:47:03",1,0,10,10,0,0,0.67,1
"642",1012,"7RHYXL",NA,"base","interview","2018-10-21 21:26:41",6,4,3,7,4,7,5,1,28,7,"",4,2,5,5,6,5,7,6,5,5,5,2,4,4,2,NA,NA,NA,NA,65,6,2,1,1,15,64,52,46,215,68,44,61,11,13,589,NA,"2018-10-21 21:36:30",1,0,10,10,0,0,0.85,5
